CAS,Comment,Formula,IE,Method,Name,Refer
 59014-95-8,Vertical value, C,9.3,PE,"2,4-Methanoadamantane","Eckert-Maksic, Mlinaric-Majerski, et al., 1987"
 40827-29-0,Vertical value, C,8.76,PE,"Dispiro[cyclopropane-1,2'-bicyclo[2.2.1]heptane-3',1""-cyclopropane]","Asmus and Klessinger, 1975"
 32156-25-5,LLK, C,7.4,PE,"Benzeneethanamine,2-bromo-4,5-dimethoxy-¦Á-methyl-","Domelsmith, Eaton, et al., 1981"
 64638-07-9,LLK, C,7.3,PE,Brolamfetamine,"Domelsmith, Eaton, et al., 1981"
 56519-50-7,, C,9.5,EI,"2,4-Azetidinedione,3,3-bis(1-methylethyl)-1-(2,2,2-trifluoroethyl)-","Compernolle and DeSchryver, 1975"
 72569-86-9,Vertical value, C,8.9,PE,"Bicyclo[4.2.1]nonane,2,5-bis(methylene)-","Martin, Heller, et al., 1980"
 59313-59-6,Vertical value, C,8.2,PE,"Spiro[2,4]hepta-4,6-diene,1,2-diethyl","Bischof, Gleiter, et al., 1976"
 85523-04-2, , C,8.4,PE,"Tricyclo[4.3.1.1<sup>2,5</sup>]undec-3-ene, (1&#945;,2&#946;,5&#946;,6&#945;)-","Tombo, Ammann, et al., 1983"
 23603-63-6,, C,7.48,PI,"Cyclopropane,1,1',1""-(1-ethenyl-2-ylidene)tris-","Nishida, Moritani, et al., 1972"
 4544-26-7,, C,7.6,PE,"Bicyclo[4.1.0]heptane,7-(2-methyl-1-propenylidene)-","Pasto, Fehlner, et al., 1976"
 19199-06-5,LBLHLM, C,7,PE,"N-(2,6-Dimethylphenyl)azetidine","Rozeboom, Houk, et al., 1982"
 37846-64-3,, C,8.18,PE,Tricyclo[3.2.1.0,"Heilbronner and Martin, 1972"
 3330-16-3,Vertical value, C,12.96,PE,"Propane, 1,1,1,2,3,3-hexafluoro-2-(heptafluoropropoxy)-3-[1,2,2-trifluoro-2-(1,2,2,2-tetrafluoroethoxy)-1-(trifluoromethyl)ethoxy]-","Hardin and Sandorfy, 1975"
 74309-56-1,LLK, C,8.6,EI,"Pyridine, 2-[1-(2-bromophenyl)ethenyl]-","Schubert and Grutzmacher, 1980"
 84814-07-3,Vertical value, C,7,PE,"1,2-Ethenediamine, N,N'-di-tert-butyl-N-trimethylsilyl-(Z)-","tom Dieck, Bruder, et al., 1983"
 68970-06-9,Vertical value, C,8.17,PE,"Hydrazine, triisobutyl methyl-","Nelsen, 1984"
 67707-85-1,Vertical value; , C,8,PE,"1,4,8,11-Tetraazacyclotetradecane, 1,4,8-trimethyl-","Baker, Armen, et al., 1983"
 76293-40-8,LLK, C,8.05,EI,"Pyridine, 2-[2-(2-bromophenyl)ethenyl]-(Z)","Grutzmacher, Schaldach, et al., 1980"
 77275-12-8,LLK, C,8.05,EI,"Pyridine, 2-[2-(2-bromophenyl)ethenyl]-(E)","Schubert, Ramana, et al., 1980"
 5847-71-2,Vertical value; , C,8.15 ¡À 0.05,PE,"Pyridine, trans-3-[2-(4-bromophenyl)ethenyl]-","Distefano, Mazzucato, et al., 1975"
 1019-45-0,Vertical value; , C,7.61 ¡À 0.14,PE,"1H-Indole-3-ethanamine, 5-methoxy-N,N-dimethyl-","Domelsmith, Munchausen, et al., 1977"
 66102-34-9,Vertical value, C,6.6,PE,"Spiro[2H-benzimidazole-2,1'-cyclopentane], 1,3-dihydro-1,3-dimethyl-","Nelsen, Grezzo, et al., 1981"
 853-39-4,Vertical value; , C,10.15,PE,"Methanone, bis(pentafluorophenyl)-","Petrachenko, Vovna, et al., 1992"
 77614-72-3, , C,7.1,PE,"3-Diphosphaborinamine, N,1,2-tris(1,1-dimethylethyl)-N-methyl-","Gleiter, Bohm, et al., 1981"
 41273-57-8,, C,7.63 ¡À 0.01,EI,"Silane,ethoxy-1H-inden-1-yldimethyl-","Rakita, Hoffman, et al., 1973"
 89579-33-9, , C,7.4,PE,"Palladium, chlorocyanobis(triethylphosphine)-","Louwen, Hengelmolen, et al., 1984"
 68225-04-7, , C,7,PE,"Platinum, chlorocyanobis(triethylphosphine)-","Louwen, Hengelmolen, et al., 1984"
 70412-52-1, , C,7.4,PE,"2,11-Dioxabicyclo[4.4.1]undeca-3,5-dien-10-one, 1,3,7,7-tetramethyl-","Jorgensen, Gajhede, et al., 1985"
 23081-36-9,, C,7.13,EI,Bis(triethylphosphite(p))cobalt carbonyl nitrosyl),"Innorta, Distefano, et al., 1968"
 67401-91-6, , C,8.15,PE,"1,4:5,8-Dimethanonaphthalene, 1,2,3,4,4a,5,8,8a-octahydro-10-methoxy-","Paddon-Row, Patney, et al., 1982"
 67425-33-6, , C,7.7,PE,"1,4:5,8-Dimethanonaphthalene, 1,2,3,4,4a,5,8,8a-octahydro-10-methoxy-, stereoisomer","Paddon-Row, Patney, et al., 1982"
 63340-03-4,Vertical value, C,8.1,PE,"Benzene,1-methoxy-4-[1-(1-methylethyl)cyclopropyl]-","Prins, Verhoeven, et al., 1977"
 2945-41-7,Vertical value, C,8.1,PE,"Germane,triethyl(phenylmethyl)-","Schweig, Weidner, et al., 1974"
 40595-36-6,, C,7.73 ¡À 0.04,EI,"Disilane,pentamethyl(2-phenylethenyl)-,(E)-","Benito, Seidl, et al., 1973"
 18629-74-8,Vertical value, C,7.9,PE,"Stannane, triethyl(phenylmethyl)-","Schweig, Weidner, et al., 1974"
 12215-68-8,, C,9.5 ¡À 0.10,PI,"Ferrocene, (trimethylsilyl)-","Adamchuk, Dmitriev, et al., 1972"
 53994-42-6,Vertical value, C,7.46,PE,"Spirocyclohexane-1,2'-[1,3-diazaadamantane]","Nelsen and Buschek, 1974"
 52409-66-2,, C,7.25 ¡À 0.10,"LS,EI",Pentamethylcyclopentadienyl dicarbonyl methyl iron,"Bruch, Bunau, et al., 1995"
 74309-57-2,LLK, C,8.3,EI,"Pyridine,2-(1-(2-iodophenyl))ethenyl-","Grutzmacher, Schaldach, et al., 1980"
 6772-85-6,LLK, C,7.95,EI,"Pyridine, 2-[2-(2-iodophenyl)ethenyl]-, (E)-","Schubert, Ramana, et al., 1980"
 76293-41-9,, C,7.95,EI,"Pyridine,2-(2-(2-iodophenyl))ethenyl-","Grutzmacher, Schaldach, et al., 1980"
 72282-76-9,Vertical value, C,7.04,PE,"5,8-Ethano-1H-pyrazolo[1,2-a]pyridazine,2,2-diethyl-2,3,5,8-tetrahydro-","Nelsen, Hollinsed, et al., 1979"
 81064-41-7,Vertical value, C,7.7,PE,"Iron, ¦Ç","Paquette, Daniels, et al., 1984"
 81064-42-8,Vertical value, C,7.6,PE,"Iron, ¦Ç","Paquette, Daniels, et al., 1984"
 2935-07-1,, C,8.85,PI,"1H-Phenalene,dodecahydro-","Fedorova, Potapov, et al., 1974"
 73046-16-9,Vertical value, C,7.79,PE,"1,3-Cyclopentadiene,1,3-bis(1,1-dimethylethyl)-","Muller, Schweig, et al., 1974"
 3761-63-5,LLK, C,8,PE,"Bicyclo[7.2.2]trideca-9,11,12-triene","Schmidt, Schweig, et al., 1978"
 95388-88-8, , C,9,PE,"1,5,6-Triazabicyclo[3.1.0]hexane, 4-methyl-2,2,6-tris(trifluoromethyl)-4-phenyl-","Kaupp and Dohle, 1988"
 3218-36-8,LLK, C,8.47 ¡À 0.03,PI,"[1,1'-Biphenyl]-4-carboxaldehyde","Potapov, Kardash, et al., 1972"
 77275-10-6,LLK, C,8.1,EI,"Pyridine, 2-[2-(2-fluorophenyl)ethenyl]-(E)","Schubert, Ramana, et al., 1980"
 102-09-0,, C,9.01 ¡À 0.05,EI,Diphenyl carbonate,"Natalis and Franklin, 1965"
 93-99-2,LL, C,8.76,PI,"Benzoic acid, phenyl ester","Orlov, Ponomarev, et al., 1991"
 6103-33-9,, C,7.78,CTS,2-Methylphenoxathiin,"Hillebrand, Maior, et al., 1969"
 1137-42-4,LLK, C,8.3,PE,"Methanone, (4-hydroxyphenyl)phenyl-","McAlduff and Bunbury, 1979"
 63346-70-3, , C,8.68,EI,"Pyridine,2-[1-(4-fluorophenyl)ethenyl)-","Schubert and Grutzmacher, 1980"
 76293-38-4,LLK, C,8.18,EI,"Pyridine, 2-[2-(2-fluorophenyl)ethenyl]-(Z)","Grutzmacher, Schaldach, et al., 1980"
 74309-53-8,LLK, C,8.66,EI,"Pyridine, 2-[1-(2-fluorophenyl)ethenyl-","Schubert and Grutzmacher, 1980"
 119-61-9,LLK, C,9.4 ¡À 0.1,EI,Benzophenone,"Grutzmacher and Schubert, 1979"
 92-83-1,, C,7.65 ¡À 0.02,PE,9H-Xanthene,"Bouchoux and Dagaut, 1981"
 39054-97-2, , C,7.7,PE,"1,3-Dihydro-2-phenalenone","Jorgensen and Thomsen, 1984"
 3393-96-2,, C,8.6 ¡À 0.1,EI,4'-Nitrobenzanilide,"Shapiro, Turk, et al., 1970"
 4771-08-8,, C,8.5 ¡À 0.1,EI,N-(m-Nitrophenyl)benzamide,"Shapiro, Turk, et al., 1970"
 69173-79-1,LLK, C,8.4,PE,Benzylidene-(4-nitrophenyl)-amine,"Akaba, Tokumaru, et al., 1980"
 2876-29-1,Vertical value, C,7.74,PE,"Phenazine,2-methoxy-10-oxide","Albini and Mark, 1976"
 37790-20-8,LLK, C,8.3,PE,"Benzoic acid, 4-(phenylazo)-(E)-","Millefiori, Millefiori, et al., 1979"
 50385-24-5,LLK, C,8.3,EI,"Pyridine, 2-[2-(2-nitrophenyl)ethenyl]-","Grutzmacher, Schaldach, et al., 1980"
 77340-84-2,LLK, C,8.3,EI,"Pyridine, 2-(2-(2-nitrophenyl)ethenyl)-, trans","Schubert, Ramana, et al., 1980"
 5847-74-5,Vertical value, C,8.58 ¡À 0.05,PE,"Pyridine,trans-3-[2-(4-nitrophenyl)ethenyl]-","Distefano, Mazzucato, et al., 1975"
 3224-54-2,Vertical value, C,7.84,PE,"Phenazine,2-methoxy-5-oxide","Albini and Mark, 1976"
 1817-74-9,LLK, C,9.98 ¡À 0.05,EI,"Benzene, 1,1'-methylenebis[4-nitro-","Pignataro, Mancini, et al., 1972"
 67618-27-3,Vertical value, C,7.3 ¡À 0.1,PE,"1H-Phenalen-9-amine,1-imino-","Carnovale, Gan, et al., 1979"
 26730-04-1,Vertical value, C,7.9,PE,"Phenazine,2-methyl-10-oxide","Albini and Mark, 1976"
 883-40-9,LBLHLM, C,7.9,PE,"Benzene, 1,1'-(diazomethylene)bis-","Okubo, Ito, et al., 1985"
 74309-55-0,LLK, C,8.55,EI,"Pyridine,2-[1-(2-chlorophenyl)ethenyl]-","Schubert and Grutzmacher, 1980"
 6772-77-6,LLK, C,8.05,EI,"Pyridine, 2-(2-(chlorophenyl)vinyl) trans-","Schubert, Ramana, et al., 1980"
 5350-12-9,LLK, C,8.07,EI,"Pyridine, 2-[2-(2-chlorophenyl)ethenyl]-(Z)","Grutzmacher, Schaldach, et al., 1980"
 86-73-7,LLK, C,7.88 ¡À 0.05,EQ,Fluorene,"Mautner(Meot-Ner), 1980"
 12110-44-0, , C,6.8,PE,"Iron, dicarbonyl-cyclopentadienyl-benzenethiolato-","Ashby, Enemark, et al., 1988"
 74227-06-8,Vertical value, C,7.9,PE,"Endo-iron tricarbonyl(2,3,5,6-tetrakis(methylene)-7-oxabicyclo[2.2.1]heptane","Granozzi, Ajo, et al., 1982"
 74244-37-4, , C,7.6,PE,"Exo-iron tricarbonyl(2,3,5,6-tetrakis(methylene)-7-oxabicyclo[2.2.1]heptane","Granozzi, Ajo, et al., 1982"
 2437-56-1,LL, C,9.30 ¡À 0.05,EI,1-Tridecene,"Holmes and Lossing, 1991"
 63340-00-1,Vertical value, C,8.63,PE,"Benzene,[1-(1,1-dimethylethyl)cyclopropyl]-","Prins, Verhoeven, et al., 1977"
 112112-57-9,Vertical value, C,8.9,PE,"[3.3.3]Propellane, 2,8-bis(methylene)-","Gleiter, Litterst, et al., 1988"
 88885-91-0, , C,6.5,PE,"1,7-Diazabicyclo[5.4.4]pentadecane","Honegger, Yang, et al., 1985"
 84905-03-3, , C,6.7,PE,"1,8-Diazabicyclo[6.4.3]pentadecane","Honegger, Yang, et al., 1985"
 84905-02-2, , C,6.6,PE,"1,7-Diazabicyclo[5.5.3]pentadecane","Honegger, Yang, et al., 1985"
 50787-12-7,LLK, C,8.307 ¡À 0.008,PE,"2,2,5-Trimethyl-3-(t-butyl)-3-hexene","Masclet, Grosjean, et al., 1973"
 81729-37-5,Vertical value, C,8.39,PE,"Methanamine, N,N-di[(2-trimethylsilyloxy)propyl]-","Brodskaya, Voronkov, et al., 1987"
 25483-56-1,Vertical value, C,7.6,PE,"Titanium, tris(N-ethylethanaminato)methyl-","Basso-Bert, Cassoux, et al., 1977"
 27436-93-7,LLK, C,7.3 ¡À 0.1,EI,Pentacarbonyl(¦Á-methoxybenzylidene)chromium,"Fischer, Kreiter, et al., 1971"
 23626-10-0,, C,7.83,EI,1-Phenylthioethylidenechromium pentacarbonyl,"Muller and Connor, 1969"
 837-01-4, , C,7.7,PE,"2,2'-Spirobi[1,3-benzodithiole]","Gleiter and Uschmann, 1986"
 101-77-9,, C,7.2,PI,"Benzenamine, 4,4'-methylenebis-","Pykhtina, Cherednichenko, et al., 1974"
 60242-08-2,Vertical value, C,9.5,PE,"(1H)-Isoindole-1,3(2H)-dione,2-(2,6-dioxo-3-piperidinyl)-4,5,6,7-tetrahydro-","Klasinc, Trinajstic, et al., 1980"
 304-21-2,Vertical value, C,7.38 ¡À 0.06,PE,Harmaline,"Domelsmith and Houk, 1978"
 109364-70-7, , C,8.7,PE,"Bicyclo[3.2.2]nona-6,8-diene-6,7-dicarbonitrile, 8,9-dimethyl-","Kobayashi, Yoshida, et al., 1987"
 37471-00-4, , C,6.4,PE,"2,3-Dihydro-1,3-dimethyl-1H-perimidine","Gleiter and Uschmann, 1986"
 22852-48-8,, C,7.4,EI,1-(4-Chloroanilino)ethylidenechromium pentacarbonyl,"Muller and Connor, 1969"
 133590-12-2,Vertical value, C,7.53,PE,"Coumarin, 3-chloro-7-diethylamino-","Redchenko, Safronov, et al., 1992"
 52109-67-8,, C,8.65,EI,"2,3-Dicyano-5-methyl-6-phenylpyrazine","Holzmann, Rothkopf, et al., 1975"
 69915-28-2,Vertical value, C,7.76 ¡À 0.04,PE,"Phenalen-1-one,9-mercapto-","Carnovale, Gan, et al., 1980"
 131447-40-0,Vertical value, C,7.51,PE,"Coumarin, 4-chloro-7-diethylamino-","Redchenko, Safronov, et al., 1992"
 71925-32-1,Vertical value, C,9.31 ¡À 0.05,PE,"1,4-Methanonaphthalene-2,5-dicarbonitrile,1,4-dihydro-","Paguette, Ku, et al., 1979"
 71925-31-0,Vertical value, C,9.27 ¡À 0.05,PE,"1,4-Methanonaphthalene-2,7-dicarbonitrile,1,4-dihydro-","Paguette, Ku, et al., 1979"
 7465-58-9,Vertical value, C,8.12 ¡À 0.04,PE,"1H-Phenalen-1-one,9-hydroxy-","Carnovale, Gan, et al., 1979"
 90-47-1,, C,8.42 ¡À 0.03,PI,Xanthone,"Potapov and Sorokin, 1971"
 71925-33-2,Vertical value, C,9.27 ¡À 0.05,PE,"1,4-Methanonaphthalene-2,8-dicarbonitrile,1,4-dihydro-","Paguette, Ku, et al., 1979"
 71925-30-9,Vertical value, C,9.30 ¡À 0.05,PE,"1,4-Methanonaphthalene-2,6-dicarbonitrile,1,4-dihydro-","Paguette, Ku, et al., 1979"
 486-25-9,, C,8.29,PE,9H-Fluoren-9-one,"Centineo, Fragala, et al., 1978"
 548-39-0,Vertical value, C,8.20 ¡À 0.04,PE,1H-Phenalen-1-one,"Carnovale, Gan, et al., 1979"
 101-53-1,, C,8.45 ¡À 0.05,EI,p-Benzylphenol,"Pignataro, Mancini, et al., 1972"
 946-80-5,LLK, C,8.31,CTS,"Benzene, (phenoxymethyl)-","Weschke, Timpe, et al., 1979"
 103-16-2,LLK, C,7.83,CTS,Monobenzone,"Weschke, Timpe, et al., 1979"
 3769-41-3,, C,8.4,EI,Benzyl 3-hydroxyphenyl ether,"Ward, Cooks, et al., 1969"
 36350-95-5, , C,6.5,PE,"2,8,9-Trioxa-5-aza-1-silabicyclo(3.3.3)undecane, phenylaminomethyl-","Peel and Dianxum, 1988"
 66102-33-8,Vertical value, C,7.08,PE,"1H-1,7-Benzodiazonine, 2,3,4,5,6,7-hexahydro-1,7-dimethyl-","Nelsen, Grezzo, et al., 1981"
 2484-16-4,LLK, C,8.1,PE,"7H-Benzocyclohepten-7-one,6,8-dimethyl-","Allan, Heilbronner, et al., 1975"
 55027-90-2,Vertical value, C,8.25 ¡À 0.03,PE,"7H-Benzocyclohept-7-one,2,3-dimethyl-","Allan, Heilbronner, et al., 1975"
 30723-54-7,, C,8.02,CTS,"Benzene,1-methoxy-3-(phenylthio)-","Aloisi, Santini, et al., 1974"
 5633-57-8,, C,7.89,CTS,"Benzene,1-methoxy-4-(phenylthio)-","Aloisi, Santini, et al., 1974"
 61346-78-9,Vertical value, C,8.49 ¡À 0.05,PE,"Ethanone,1-(1,4-dihydro-1,4-methanonaphthalen-5-yl)-","Santiago, McAlduff, et al., 1978"
 63509-77-3,Vertical value, C,8.57 ¡À 0.05,PE,"Ethanone,1-(1,4-dihydro-1,4-methanonaphthalen-6-yl)-","Santiago, McAlduff, et al., 1978"
 51192-18-8,, C,6.18 ¡À 0.11,EI,"Tungsten,bis(¦Ç","Harris and Spalding, 1980"
 51159-64-9,, C,6.48 ¡À 0.11,EI,"Molybdenum,bis(¦Ç","Harris and Spalding, 1980"
 41273-53-4,, C,7.81 ¡À 0.01,EI,"Silane,(2,3-dihydro-1H-inden-1-yl)ethoxydimethyl-","Rakita, Hoffman, et al., 1973"
 61372-58-5,, C,8.48 ¡À 0.05,EI,"Benzene,[(6-methoxyhexyl)oxy]-","Schwarz, Petersen, et al., 1977"
 36319-88-7,Vertical value, C,8.5,PE,"2,4-Cyclopentadien-1-one,2,5-bis(1,1-dimethylethyl)-","Schafer, Schweig, et al., 1974"
 28786-71-2,Vertical value, C,8.6,PE,"2,4-Cyclopentadien-1-one,3,4-bis(1,1-dimethylethyl)-","Schafer, Schweig, et al., 1974"
 82161-26-0,Vertical value, C,9.26,PE,"1,4:5,8-Dimethanonaphthalene, decahydro-9-methyoxy-, stereoisomer","Paddon-Row, Patney, et al., 1982"
 82189-44-4,Vertical value, C,9.11,PE,"1,4:5,8-Dimethanonaphthalene, decahydro-9-methyoxy-, stereoisomer","Paddon-Row, Patney, et al., 1982"
 61248-61-1,Vertical value, C,8.27,PE,"Benzene,2-(1,1-dimethylethoxy)-1,3,5-trimethyl-","Friege and Klessinger, 1979"
 48144-15-6,LBLHLM, C,7.85 ¡À 0.02,EI,4-Tert-butylphenyl propargyl ether,"Orlov, Misharev, et al., 1986"
 58435-05-5, , C,8.5,PE,"[3.3.3]Propellane-2-one, 8,9-bis(methylene)-","Gleiter, Litterst, et al., 1988"
 101-81-5,LLK, C,9.4,EI,Diphenylmethane,"Terlouw, Heerma, et al., 1974"
 644-08-6,LLK, C,8.6 ¡À 0.1,EI,"1,1'-Biphenyl, 4-methyl-","Bohlmann, Koppel, et al., 1974"
 643-93-6,LLK, C,7.95 ¡À 0.02,PE,"1,1'-Biphenyl, 3-methyl-","Maier and Turner, 1972"
 643-58-3,LLK, C,8.10 ¡À 0.02,PE,"1,1'-Biphenyl, 2-methyl-","Maier and Turner, 1972"
 13963-35-4,, C,8.01,CTS,"Benzene, 1-methyl-2-(phenylthio)-","Aloisi, Santini, et al., 1974"
 99643-54-6, , C,7.3,PE,"2,2-Dimethylnaphtho[2,3-d]-1,3-dithiole","Gleiter and Uschmann, 1986"
 831-91-4,LLK, C,7.87 ¡À 0.02,PI,"Benzene, [(phenylmethyl)thio]-","Potapov, Kardash, et al., 1972"
 3699-01-2,, C,7.95,CTS,"Benzene, 1-methyl-4-(phenylthio)-","Aloisi, Santini, et al., 1974"
 1088-56-8,Vertical value, C,8.72,PE,Lumiflavine,"Palmer, Simpson, et al., 1980"
 70481-66-2,Vertical value, C,8.16,PE,"Benzo[g]pteridine-2,4(3H,10H)-dione,3,6,10-trimethyl-","Eweg, Muller, et al., 1980"
 70254-65-8,Vertical value, C,8.3,PE,"Benzo[g]pteridine-2,4(3H,10H)-dione,3,9,10-trimethyl-","Eweg, Muller, et al., 1980"
 99643-53-5, , C,7.2,PE,"2,2-Dimethylnaphtho[1,8-de]-1,3-dithiin","Gleiter and Uschmann, 1986"
 13865-48-0,, C,7.99,CTS,"Benzene, 1-methyl-3-(phenylthio)-","Aloisi, Santini, et al., 1974"
 6720-39-4,Vertical value, C,~8.3,PE,"Diazene, (4-methylphenyl)phenyl-, (E)-","Millefiori, Millefiori, et al., 1979"
 442-51-3,Vertical value, C,7.78 ¡À 0.06,PE,Harmine,"Domelsmith and Houk, 1978"
 952-47-6,LLK, C,7.4,PE,2-Hydroxy-5-methylazobenzene,"Millefiori and Millefiori, 1981"
 31871-25-7,, C,7.21,EI,Exo-7-cycloheptatrienylacetic acid methyl ester chromium tricarbonyl,"Muller and Fenderl, 1970"
 31901-62-9,, C,7.12,EI,Endo-7-cycloheptatrienylacetic acid methyl ester chromium tricarbonyl,"Muller and Fenderl, 1970"
 726-17-0,, C,7.87 ¡À 0.05,EI,"Benzenamine, 4-[(4-nitrophenyl)methyl]-","Pignataro, Mancini, et al., 1972"
 21650-49-7,Vertical value, C,8.0 ¡À 0.05,PE,"Diazene, (4-methoxyphenyl)phenyl-, (E)-","Millefiori, Millefiori, et al., 1979"
 54443-68-4,Vertical value, C,8.35 ¡À 0.05,PE,"3,8-Methanocyclobuta[b]naphthalene,2a,3,8,8a-tetrahydro-(2a¦Á,3¦Á,8¦Á,8a¦Á)-","Domelsmith, Mollere, et al., 1978"
 29150-13-8,LLK, C,8.0 ¡À 0.1,EI,"Spiro[7H-benzocycloheptene-7,1'cyclopropane]","Bohlmann, Koppel, et al., 1974"
 1624-26-6,Vertical value, C,7.85 ¡À 0.03,PE,"1H-Benz[f]indene, 2,3-dihydro-","Heilbronner, Hoshi, et al., 1976"
 54483-73-7,Vertical value, C,8.42 ¡À 0.05,PE,"3,8-Methanocyclobuta[b]naphthalene,2a,3,8,8a-tetrahydro-((2a¦Á,3¦Â,8¦Â,8a¦Á)-","Domelsmith, Mollere, et al., 1978"
 33627-04-2,, C,8.25 ¡À 0.05,PE,"5,10-Methanobenzocyclooctene,5,10-dihydro-","Domelsmith, Mollere, et al., 1978"
 74437-39-1,Vertical value; , C,9.06,PE,"Bicyclo[2.2.1]hepta-2,5-diene, 2-phenyl-","Houk, Rondan, et al., 1983"
 22767-77-7,, C,8.4 ¡À 0.1,EI,"Naphthalene, 1-(1-propenyl)-","Bohlmann, Koppel, et al., 1974"
 944-85-4,, C,7.99,CTS,"Stannane, trimethyl-1-naphthalenyl-","Pitt, 1973"
 37343-23-0,Vertical value, C,5.9 ¡À 0.1,PE,"Tungsten,bis(¦Ç","Green, Jackson, et al., 1975"
 64353-61-3,LLK, C,7.8 ¡À 0.1,EI,"Bicyclo[3.2.0]hept-2-en-6-ol,7-phenyl","Dallinga, Nibbering, et al., 1981"
 947-58-0,Vertical value, C,7.77 ¡À 0.05,PE,"1,4-Methanonaphthalene, 1,4-dihydro-5,8-dimethoxy-","Santiago, McAlduff, et al., 1978"
 137833-36-4,, C,7.86,EI,"Pentane-2,4-dione, 3-(4-methoxybenzoyl)-","Orlov, Rashkes, et al., 1988"
 90219-26-4, , C,6.8,PE,"Ruthenium, ¦Ì-carbonyltetracarbonyl[¦Ì-[¦Ç","Casarin, Vittadini, et al., 1988"
 73-31-4, , C,7.03,PE,Melatonin,"Cannington and Ham, 1983"
 18052-80-7,, C,8.03,CTS,"Silane, trimethyl-1-naphthalenyl-","Pitt, Carey, et al., 1972"
 31608-60-3,, C,8,CTS,"Germane,trimethyl-1-naphthalenyl-","Pitt, 1973"
 84-22-0,Vertical value, C,8.33,PE,Tetrahydrozoline,"De Jong and van Dam, 1979"
 46930-56-7,, C,6.46,EI,"1,4-Bis(dimethylamino)benzenechromium tricarbonyl","Muller, 1969"
 42607-64-7,, C,9.1,PE,"1,2,4-Ethanylylidene-1H-cyclobuta[cd]pentalene,octahydro-5-methyl-7-methylene,(1&#945;,1a&#946;,2&#945;,3a&#946;,4&#945;,5&#945;,5a&#946;,5b&#946;)-","Shen and Kuebler, 1973"
 73829-94-4,LLK, C,8.24 ¡À 0.08,PE,"Benzene, (3-ethyl-1-pentynyl)-","Elbel, Lienert, et al., 1981"
 33627-05-3,Vertical value, C,8.52 ¡À 0.05,PE,"5,10-Methanobenzocyclooctene,5,6,7,8,9,10-hexahydro-","Domelsmith, Mollere, et al., 1978"
 33800-90-7,Vertical value, C,8.2,PE,"Bicyclo[5.4.2]trideca-7,9,11,12-tetraene","Batich, Bischof, et al., 1973"
 56580-71-3,Vertical value, C,8,PE,"Stannane,bicyclo[2.2.1]heptane-2,3-diylbis[trimethyl-,(2-endo,3-exo)-","Hosomi and Traylor, 1975"
 12110-51-9,, C,7.08,EI,Tert-butylbenzenechromium tricarbonyl,"Muller, 1969"
 98150-59-5, , C,6.4,PE,"Ferrocene, 1,1'-[1,3-propanediylbis(thio)]-","Vondrak and Sato, 1989"
 1899-74-7,LBLHLM, C,8.26,PE,"2,¦Á-Bis(trimethylsilyl)toluene","Traven', Redchenko, et al., 1982"
 14595-77-8,RDSH, C,7.63 ¡À 0.04,EI,"Silane,(phenylmethylene)bis[trimethyl","Bock, Seidl, et al., 1968"
 23211-28-1,Vertical value; , C,8.21,PE,"5,8-Ethano-1H-pyrazolo[1,2-a]pyridazine, 2,2-diethylhexahydro-","Nelsen, 1984"
 12312-50-4,, C,7.42 ¡À 0.02,PE,¦Ç,"Lichtenberger, Renshaw, et al., 1993"
 60186-79-0,LLK, C,9.07 ¡À 0.03,PI,4-Tridecyne,"Rang and Martinson, 1978"
 60186-80-3,LLK, C,9.09 ¡À 0.03,PI,5-Tridecyne,"Rang and Martinson, 1978"
 42371-66-4,LLK, C,9.05 ¡À 0.03,PI,6-Tridecyne,"Rang and Martinson, 1978"
 28467-75-6,LLK, C,9.28 ¡À 0.02,PI,2-Tridecyne,"Rang and Martinson, 1978"
 15232-86-7,LLK, C,8.37 ¡À 0.02,PE,1-Heptylcyclohexene,"Rang, Paldoia, et al., 1974"
 26186-02-7,LLK, C,9.90 ¡À 0.02,PI,1-Tridecyne,"Rang and Martinson, 1978"
 60186-78-9,LLK, C,9.14 ¡À 0.03,PI,3-Tridecyne,"Rang and Martinson, 1978"
 2484-65-3,, C,8.63 ¡À 0.15,EI,t-cyclotridecene,"Remane, Graefe, et al., 1972"
 776-76-1,LLK, C,8.75 ¡À 0.15,EI,"Silane, methyldiphenyl-","Gaidis, Briggs, et al., 1971"
 51177-84-5,, C,6.82 ¡À 0.05,PE,"Titanium, ¦Ç","Andrea, Terpstra, et al., 1986"
 941-81-1,Vertical value; , C,7.1,PE,"4,6,8-Trimethylazulene","Dougherty, Lewis, et al., 1980"
 67145-41-9,Vertical value, C,8.46 ¡À 0.05,PE,"3,8-Methanocyclobuta[b]naphthalene,1,2,2a,3,8,8a-hexahydro-(2a¦Á,3¦Á,8¦Á,8a¦Á)-","Domelsmith, Mollere, et al., 1978"
 4544-23-4,, C,7.73,PE,"Benzene,[2-(2-methyl-1-propenylidene)cyclopropyl]-","Pasto, Fehlner, et al., 1976"
 42919-38-0,, C,8.54 ¡À 0.05,PE,"5,10-Methanobenzocyclooctene,5,6,9,10-tetrahydro-","Domelsmith, Mollere, et al., 1978"
 42607-62-5,LLK, C,8.5,PE,"8,11-Dimethylenepentacyclo[5.4.0.0","Shen and Kuebler, 1973"
